bin,# in bin
0.23600000000000002,0.0
0.23700000000000002,0.0
0.23800000000000002,0.0
0.23900000000000002,0.0
0.24,0.0
0.241,0.0
0.242,0.0
0.243,0.0
0.244,0.0
0.245,0.0
0.246,0.0
0.247,0.0
0.248,0.0
0.249,0.0
0.25,0.0
0.251,0.0
0.252,0.0
0.253,0.0
0.254,0.0
0.255,0.0
0.256,0.0
0.257,0.0
0.258,0.0
0.259,0.0
0.26,0.0
0.261,0.0
0.262,0.0
0.263,0.0
0.264,0.0
0.265,0.0
0.266,0.0
0.267,0.0
0.268,0.0
0.269,0.0
0.27,0.0
0.271,0.0
0.272,0.0
0.273,0.0
0.274,0.0
0.275,0.0
0.276,0.0
0.277,0.0
0.278,0.0
0.279,0.0
0.28,0.0
0.281,0.0
0.28200000000000003,0.0
0.28300000000000003,0.0
0.28400000000000003,0.0
0.28500000000000003,0.0
0.28600000000000003,0.0
0.28700000000000003,0.0
0.28800000000000003,0.0
0.289,0.0
0.29,0.0
0.291,0.0
0.292,0.0
0.293,0.0
0.294,0.0
0.295,0.0
0.296,0.0
0.297,0.0
0.298,0.0
0.299,0.0
0.3,0.0
0.301,0.0
0.302,0.0
0.303,0.0
0.304,0.0
0.305,0.0
0.306,0.0
0.307,0.0
0.308,0.0
0.309,0.0
0.31,0.0
0.311,0.0
0.312,0.0
0.313,0.0
0.314,0.0
0.315,0.0
0.316,0.0
0.317,0.0
0.318,0.0
0.319,0.0
0.32,0.0
0.321,0.0
0.322,0.0
0.323,0.0
0.324,0.0
0.325,0.0
0.326,0.0
0.327,0.0
0.328,0.0
0.329,0.0
0.33,0.0
0.331,0.0
0.332,1.0
0.333,1.0
0.334,0.0
0.335,1.0
0.336,1.0
0.337,0.0
0.338,0.0
0.339,0.0
0.34,1.0
0.341,0.0
0.342,0.0
0.343,0.0
0.34400000000000003,1.0
0.34500000000000003,2.0
0.34600000000000003,2.0
0.34700000000000003,1.0
0.34800000000000003,1.0
0.34900000000000003,2.0
0.35000000000000003,0.0
0.35100000000000003,2.0
0.352,3.0
0.353,1.0
0.354,4.0
0.355,1.0
0.356,0.0
0.357,1.0
0.358,4.0
0.359,5.0
0.36,4.0
0.361,3.0
0.362,4.0
0.363,6.0
0.364,3.0
0.365,6.0
0.366,3.0
0.367,7.0
0.368,5.0
0.369,12.0
0.37,14.0
0.371,2.0
0.372,11.0
0.373,12.0
0.374,6.0
0.375,6.0
0.376,11.0
0.377,10.0
0.378,7.0
0.379,6.0
0.38,16.0
0.381,6.0
0.382,12.0
0.383,16.0
0.384,15.0
0.385,13.0
0.386,18.0
0.387,16.0
0.388,13.0
0.389,16.0
0.39,16.0
0.391,16.0
0.392,19.0
0.393,15.0
0.394,11.0
0.395,17.0
0.396,19.0
0.397,16.0
0.398,18.0
0.399,22.0
0.4,16.0
0.401,17.0
0.402,21.0
0.403,23.0
0.404,14.0
0.405,27.0
0.406,27.0
0.40700000000000003,22.0
0.40800000000000003,19.0
0.40900000000000003,21.0
0.41000000000000003,20.0
0.41100000000000003,15.0
0.41200000000000003,22.0
0.41300000000000003,15.0
0.41400000000000003,17.0
0.41500000000000004,17.0
0.41600000000000004,14.0
0.417,25.0
0.418,12.0
0.419,16.0
0.42,21.0
0.421,18.0
0.422,19.0
0.423,12.0
0.424,14.0
0.425,20.0
0.426,14.0
0.427,12.0
0.428,18.0
0.429,14.0
0.43,17.0
0.431,11.0
0.432,16.0
0.433,12.0
0.434,17.0
0.435,7.0
0.436,11.0
0.437,13.0
0.438,9.0
0.439,9.0
0.44,14.0
0.441,11.0
0.442,7.0
0.443,13.0
0.444,4.0
0.445,9.0
0.446,9.0
0.447,7.0
0.448,7.0
0.449,9.0
0.45,9.0
0.451,5.0
0.452,7.0
0.453,7.0
0.454,9.0
0.455,2.0
0.456,2.0
0.457,5.0
0.458,7.0
0.459,5.0
0.46,5.0
0.461,4.0
0.462,1.0
0.463,1.0
0.464,8.0
0.465,5.0
0.466,0.0
0.467,3.0
0.468,3.0
0.46900000000000003,2.0
0.47000000000000003,4.0
0.47100000000000003,3.0
0.47200000000000003,3.0
0.47300000000000003,2.0
0.47400000000000003,1.0
0.47500000000000003,1.0
0.47600000000000003,0.0
0.47700000000000004,1.0
0.47800000000000004,2.0
0.47900000000000004,5.0
0.48,0.0
0.481,1.0
0.482,0.0
0.483,2.0
0.484,0.0
0.485,0.0
0.486,1.0
0.487,0.0
0.488,1.0
0.489,2.0
0.49,0.0
0.491,1.0
0.492,1.0
0.493,1.0
0.494,0.0
0.495,0.0
0.496,0.0
0.497,1.0
0.498,0.0
0.499,0.0
0.5,1.0
0.501,0.0
0.502,1.0
0.503,0.0
0.504,0.0
0.505,0.0
0.506,0.0
0.507,0.0
0.508,0.0
0.509,0.0
0.51,0.0
0.511,0.0
0.512,0.0
0.513,0.0
0.514,0.0
0.515,0.0
0.516,0.0
0.517,0.0
0.518,0.0
0.519,0.0
0.52,0.0
0.521,0.0
0.522,0.0
0.523,0.0
0.524,0.0
0.525,0.0
0.526,0.0
0.527,0.0
0.528,0.0
0.529,0.0
0.53,0.0
0.531,0.0
0.532,0.0
0.533,1.0
0.534,0.0
0.535,0.0
0.536,0.0
0.537,0.0
0.538,0.0
0.539,0.0
0.54,0.0
0.541,0.0
0.542,0.0
0.543,0.0
0.544,0.0
0.545,0.0
0.546,0.0
0.547,0.0
0.548,0.0
0.549,0.0
0.55,0.0
0.551,0.0
0.552,0.0
0.553,0.0
0.554,0.0
0.555,0.0
0.556,0.0
0.557,0.0
0.558,0.0
0.559,0.0
0.56,0.0
0.561,0.0
0.562,0.0
0.5630000000000001,0.0
0.5640000000000001,0.0
0.5650000000000001,0.0
0.5660000000000001,0.0
0.5670000000000001,0.0
0.5680000000000001,0.0
0.5690000000000001,0.0
0.5700000000000001,0.0
0.5710000000000001,0.0
0.5720000000000001,0.0
0.5730000000000001,0.0
0.5740000000000001,0.0
0.5750000000000001,0.0
0.5760000000000001,0.0
0.577,0.0
0.578,0.0
0.579,0.0
0.58,0.0
0.581,0.0
0.582,0.0
0.583,0.0
0.584,0.0
0.585,0.0
0.586,0.0
0.587,0.0
0.588,0.0
0.589,0.0
0.59,0.0
0.591,0.0
0.592,0.0
0.593,0.0
0.594,0.0
0.595,0.0
0.596,0.0
0.597,0.0
0.598,0.0
0.599,0.0
0.6,0.0
0.601,0.0
0.602,0.0
0.603,0.0
0.604,0.0
0.605,0.0
0.606,0.0
0.607,0.0
0.608,0.0
0.609,0.0
0.61,0.0
0.611,0.0
0.612,0.0
0.613,0.0
0.614,0.0
0.615,0.0
0.616,0.0
0.617,0.0
0.618,0.0
0.619,0.0
0.62,0.0
0.621,0.0
0.622,0.0
0.623,0.0
0.624,0.0
0.625,0.0
0.626,0.0
0.627,0.0
0.628,0.0
0.629,0.0
0.63,0.0
0.631,0.0
0.632,0.0
0.633,0.0
0.634,0.0
0.635,0.0
0.636,0.0
0.637,0.0
0.638,0.0
0.639,0.0
0.64,0.0
0.641,0.0
0.642,0.0
0.643,0.0
0.644,0.0
0.645,0.0
0.646,0.0
0.647,0.0
0.648,0.0
0.649,0.0
0.65,0.0
0.651,0.0
0.652,0.0
0.653,0.0
0.654,0.0
0.655,0.0
0.656,0.0
0.657,0.0
0.658,0.0
0.659,0.0
0.66,0.0
0.661,0.0
0.662,0.0
0.663,0.0
0.664,0.0
0.665,0.0
0.666,0.0
0.667,0.0
0.668,0.0
0.669,0.0
0.67,0.0
0.671,0.0
0.672,0.0
0.673,0.0
0.674,0.0
0.675,0.0
0.676,0.0
0.677,0.0
0.678,0.0
0.679,0.0
0.68,0.0
0.681,0.0
0.682,0.0
0.683,0.0
0.684,0.0
0.685,0.0
0.686,0.0
0.687,0.0
0.6880000000000001,0.0
0.6890000000000001,0.0
0.6900000000000001,0.0
0.6910000000000001,0.0
0.6920000000000001,0.0
0.6930000000000001,0.0
0.6940000000000001,0.0
0.6950000000000001,0.0
0.6960000000000001,0.0
0.6970000000000001,0.0
0.6980000000000001,0.0
